AF03
1.000000000000000000e+00 8.999212610845221442e-05
9.995614150494291916e-01 1.789403115317441859e-04
9.982464296247521851e-01 4.456175188886922532e-04
9.960573506572389935e-01 8.895086516971456927e-04
9.929980185352524913e-01 1.509885889756186353e-03
9.890738003669028444e-01 2.307053508320147574e-03
9.842915805643155380e-01 3.283291061866405042e-03
9.786597487660336769e-01 4.442205512256121487e-03
9.721881851187404999e-01 5.785054355003114990e-03
9.648882429441257846e-01 7.306735023937923658e-03
9.567727288213004888e-01 9.003171488328846894e-03
9.478558801197064509e-01 1.086991285975472468e-02
9.381533400219319585e-01 1.290074455017368657e-02
9.276821300802534642e-01 1.508927769001428172e-02
9.164606203550498265e-01 1.743055859925447121e-02
9.045084971874737256e-01 1.991390809895121627e-02
8.918467286629198076e-01 2.251827682396804337e-02
8.784975278258781994e-01 2.522855233511406628e-02
8.644843137107056652e-01 2.803420286667769601e-02
8.498316702566828251e-01 3.090500035997177999e-02
8.345653031794291188e-01 3.381565987736316614e-02
8.187119948743448727e-01 3.674897404868582296e-02
8.022995574311874156e-01 3.968816742460955227e-02
7.853567838422157443e-01 4.260459102515126717e-02
7.679133974894983838e-01 4.546382324050850243e-02
7.500000000000001110e-01 4.824828334277439512e-02
7.316480175599309188e-01 5.094265987009426871e-02
7.128896457825363298e-01 5.352770193266354060e-02
6.937577932260515778e-01 5.597764996272538290e-02
6.742860236609075075e-01 5.828860114145079097e-02
6.545084971874736146e-01 6.045216627941586707e-02
6.344599103076328239e-01 6.245865056472620080e-02
6.141754350553279007e-01 6.431279043577721455e-02
5.936906572928623005e-01 6.602127063965920750e-02
5.730415142812058660e-01 6.759391703542438901e-02
5.522642316338268742e-01 6.904808051116403944e-02
5.313952597646567355e-01 7.041007068786152290e-02
5.104712099416784943e-01 7.170995622592052365e-02
4.895287900583216167e-01 7.297478193630385634e-02
4.686047402353433755e-01 7.422288759765763300e-02
4.477357683661732368e-01 7.546252461051092264e-02
4.269584857187942450e-01 7.668363364484380440e-02
4.063093427071376995e-01 7.785468508220436124e-02
3.858245649446720993e-01 7.892102458957900302e-02
3.655400896923671206e-01 7.983589542443035592e-02
3.454915028125263299e-01 8.053224754841858957e-02
3.257139763390923259e-01 8.095777337924695005e-02
3.062422067739485887e-01 8.107609219177684678e-02
2.871103542174637258e-01 8.086108986920363673e-02
2.683519824400691922e-01 8.029341020715720367e-02
2.499999999999999722e-01 7.937537411289578848e-02
2.320866025105017549e-01 7.811440332191757485e-02
2.146432161577843112e-01 7.652568779718085801e-02
1.977004425688126399e-01 7.463917522738883203e-02
1.812880051256553493e-01 7.248614417185499093e-02
1.654346968205710200e-01 7.009065667921497711e-02
1.501683297433174524e-01 6.750453544382419013e-02
1.355156862892941960e-01 6.477138157008369146e-02
1.215024721741217589e-01 6.192964979855334479e-02
1.081532713370800397e-01 5.902040918658589541e-02
9.549150281252626049e-02 5.606845846204618761e-02
8.353937964495035395e-02 5.305402490307417618e-02
7.231786991974664680e-02 4.992095226847056283e-02
6.184665997806830517e-02 4.661453928354399034e-02
5.214411988029365314e-02 4.308732388540298386e-02
4.322727117869963609e-02 3.933087473017004426e-02
3.511175705587434720e-02 3.536758398488652755e-02
2.781181488125937171e-02 3.124929682569648620e-02
2.134025123396648613e-02 2.709932505179163398e-02
1.570841943568441340e-02 2.299595838236661444e-02
1.092619963309718507e-02 1.876029112853994443e-02
7.001981464747503506e-03 1.430040481231634880e-02
3.942649342761026486e-03 1.015490848073418925e-02
1.753570375247771960e-03 6.701442467343066318e-03
4.385849505707711858e-04 3.662902468960968581e-03
0.000000000000000000e+00 0.000000000000000000e+00
4.385849505707528628e-04 -4.036853226519170577e-03
1.753570375247759383e-03 -8.245846099189052189e-03
3.942649342761062048e-03 -1.243979283190626596e-02
7.001981464747453199e-03 -1.558314494764707035e-02
1.092619963309715558e-02 -1.750442435768976082e-02
1.570841943568446197e-02 -1.848769624241258097e-02
2.134025123396632306e-02 -1.862724792846117208e-02
2.781181488125944457e-02 -1.791493051154426433e-02
3.511175705587427087e-02 -1.653714742935788809e-02
4.322727117869956670e-02 -1.478192978752243883e-02
5.214411988029349354e-02 -1.288022989158004762e-02
6.184665997806809701e-02 -1.093411754340788654e-02
7.231786991974659129e-02 -8.925303789233514362e-03
8.353937964495017354e-02 -6.845731310853569312e-03
9.549150281252627437e-02 -4.724136575421674158e-03
1.081532713370801368e-01 -2.579888924900954235e-03
1.215024721741218006e-01 -4.289077540785665352e-04
1.355156862892943348e-01 1.702310058083544766e-03
1.501683297433172304e-01 3.794630338291124939e-03
1.654346968205708812e-01 5.834261843531850580e-03
1.812880051256551828e-01 7.805526954698934622e-03
1.977004425688126399e-01 9.687432873763461919e-03
2.146432161577842557e-01 1.146568960106165123e-02
2.320866025105016162e-01 1.313165160090799810e-02
2.499999999999998890e-01 1.467365729330669978e-02
2.683519824400690812e-01 1.608580525812326745e-02
2.871103542174636147e-01 1.736029484612627849e-02
3.062422067739484777e-01 1.850052063856073153e-02
3.257139763390923815e-01 1.951283414600958957e-02
3.454915028125263299e-01 2.039403903451050826e-02
3.655400896923671206e-01 2.116041186937185972e-02
3.858245649446720993e-01 2.182809919362887346e-02
4.063093427071376995e-01 2.241017540774447106e-02
4.269584857187941340e-01 2.292272694706133304e-02
4.477357683661731813e-01 2.337126818657630015e-02
4.686047402353433200e-01 2.377810545991376409e-02
4.895287900583215612e-01 2.414909124530987411e-02
5.104712099416783833e-01 2.448206442446960313e-02
5.313952597646566245e-01 2.477425069454898196e-02
5.522642316338267632e-01 2.501913275281562529e-02
5.730415142812057550e-01 2.520364579458145293e-02
5.936906572928623005e-01 2.531157942800418489e-02
6.141754350553279007e-01 2.531795276580489987e-02
6.344599103076328239e-01 2.519914028564732705e-02
6.545084971874736146e-01 2.492935440909314904e-02
6.742860236609076185e-01 2.448686610935658925e-02
6.937577932260514668e-01 2.383583124992076988e-02
7.128896457825362187e-01 2.295034947422634058e-02
7.316480175599308078e-01 2.182339851980430109e-02
7.500000000000000000e-01 2.046033045426226202e-02
7.679133974894982728e-01 1.888126329048820523e-02
7.853567838422157443e-01 1.712117518681592968e-02
8.022995574311874156e-01 1.521147760729221754e-02
8.187119948743446507e-01 1.319495665494501910e-02
8.345653031794290078e-01 1.112797769489771126e-02
8.498316702566826031e-01 9.055026368099360762e-03
8.644843137107057762e-01 7.022272399024575944e-03
8.784975278258781994e-01 5.057934287291249859e-03
8.918467286629199187e-01 3.207851873692250770e-03
9.045084971874737256e-01 1.508363616774213494e-03
9.164606203550496044e-01 -1.688347556312717499e-05
9.276821300802533532e-01 -1.364161539735313103e-03
9.381533400219317365e-01 -2.517312777752849385e-03
9.478558801197063399e-01 -3.469885024986250725e-03
9.567727288213003778e-01 -4.256680789619863084e-03
9.648882429441256736e-01 -4.905885366080251636e-03
9.721881851187406109e-01 -5.316265574628294306e-03
9.786597487660335659e-01 -5.535257450372386978e-03
9.842915805643155380e-01 -5.912883371254214725e-03
9.890738003669028444e-01 -6.393465464797217293e-03
9.929980185352524913e-01 -6.348527576255792726e-03
9.960573506572389935e-01 -5.245772761171584204e-03
9.982464296247521851e-01 -3.092620094648213230e-03
9.995614150494291916e-01 -9.308543361484828034e-04
1.000000000000000000e+00 -8.995728339211879216e-05
