alpha,cl,cd,cm,re,mach,n_crit,xtrip1,xtrip2
-180.0,0.0,0.03392761703293037,0.0,50000.0,0.1,7.0,1.0,1.0
-178.92857142857144,0.01926033921885678,0.03444614174026771,0.07461121930630837,50000.0,0.1,7.0,1.0,1.0
-177.85714285714286,0.03852067843771402,0.03600102890692195,0.14378889538960843,50000.0,0.1,7.0,1.0,1.0
-176.78571428571428,0.0577810176565708,0.03859007038836992,0.2066381684261205,50000.0,0.1,7.0,1.0,1.0
-175.71428571428572,0.07704135687542757,0.042209614076807365,0.2622641785920655,50000.0,0.1,7.0,1.0,1.0
-174.64285714285714,0.09630169609428482,0.04685455418946486,0.30977206606366886,50000.0,0.1,7.0,1.0,1.0
-173.57142857142858,0.1155620353131416,0.05251833842472541,0.3482669710171504,50000.0,0.1,7.0,1.0,1.0
-172.5,0.13482237453199838,0.05919297714566996,0.3768540336287343,50000.0,0.1,7.0,1.0,1.0
-171.42857142857142,0.15408271375085564,0.06686905457819775,0.39463839407464224,50000.0,0.1,7.0,1.0,1.0
-170.35714285714286,0.17334305296971242,0.07553574200805202,0.40072519253109606,50000.0,0.1,7.0,1.0,1.0
-169.28571428571428,0.19260339218856964,0.08518081295828656,0.3938273817006672,50000.0,0.1,7.0,1.0,1.0
-168.2142857142857,0.21186373140742643,0.09579066032592964,0.37384294070642704,50000.0,0.1,7.0,1.0,1.0
-167.14285714285714,0.2311240706262832,0.10735031545387114,0.3441619531169676,50000.0,0.1,7.0,1.0,1.0
-166.07142857142856,0.25038440984514043,0.11984346911127988,0.3083552472987405,50000.0,0.1,7.0,1.0,1.0
-165.0,0.26964474906399727,0.13325249435319386,0.26999365161819977,50000.0,0.1,7.0,1.0,1.0
-159.64285714285714,0.3474588351942494,0.2133297752224093,0.16383700830124096,50000.0,0.1,7.0,1.0,1.0
-154.28571428571428,0.41416954643203147,0.31295036195304154,0.18975392679084996,50000.0,0.1,7.0,1.0,1.0
-148.92857142857142,0.4669779014224128,0.4286083531901879,0.21595706241489412,50000.0,0.1,7.0,1.0,1.0
-143.57142857142856,0.5038364423711299,0.5562316925968154,0.2423426531413614,50000.0,0.1,7.0,1.0,1.0
-138.21428571428572,0.5233526089521041,0.691324493678137,0.26847167998019944,50000.0,0.1,7.0,1.0,1.0
-132.85714285714286,0.5247828266893694,0.8291242002659418,0.2930026527968256,50000.0,0.1,7.0,1.0,1.0
-127.50000000000001,0.5080368717610594,0.9647680994265653,0.3162371902444676,50000.0,0.1,7.0,1.0,1.0
