alpha,cl,cd,cm,re,mach,n_crit,xtrip1,xtrip2
-180.0,0.0,0.046631188584607755,0.0,100000.0,0.1,7.0,1.0,1.0
-178.92857142857144,0.024449465292598067,0.04714749227459689,0.07544690060297223,100000.0,0.1,7.0,1.0,1.0
-177.85714285714286,0.048898930585196704,0.04869571697531646,0.14529156612935393,100000.0,0.1,7.0,1.0,1.0
-176.78571428571428,0.07334839587779476,0.05127365693548005,0.20862609834997664,100000.0,0.1,7.0,1.0,1.0
-175.71428571428572,0.09779786117039282,0.05487766392924312,0.26454259903567245,100000.0,0.1,7.0,1.0,1.0
-174.64285714285714,0.12224732646299147,0.05950263760667928,0.3121331699572778,100000.0,0.1,7.0,1.0,1.0
-173.57142857142858,0.14669679175558953,0.06514203264799814,0.350489912885624,100000.0,0.1,7.0,1.0,1.0
-172.5,0.1711462570481876,0.07178786794464949,0.3787049295915462,100000.0,0.1,7.0,1.0,1.0
-171.42857142857142,0.1955957223407863,0.07943073779446135,0.3958703218458772,100000.0,0.1,7.0,1.0,1.0
-170.35714285714286,0.22004518763338432,0.0880598250951439,0.40107819141945034,100000.0,0.1,7.0,1.0,1.0
-169.28571428571428,0.24449465292598294,0.09766291651769546,0.3929838243754377,100000.0,0.1,7.0,1.0,1.0
-168.2142857142857,0.26894411821858105,0.10822641963846888,0.37138530601146147,100000.0,0.1,7.0,1.0,1.0
-167.14285714285714,0.29339358351117906,0.1197353820059257,0.3397718794740253,100000.0,0.1,7.0,1.0,1.0
-166.07142857142856,0.31784304880377773,0.1321735121153867,0.30182701721961314,100000.0,0.1,7.0,1.0,1.0
-165.0,0.34229251409637584,0.14552320226242368,0.2612341917047125,100000.0,0.1,7.0,1.0,1.0
-159.64285714285714,0.3983795821090095,0.22523991298680923,0.14643632739401533,100000.0,0.1,7.0,1.0,1.0
-154.28571428571428,0.451872652292011,0.3243958844895013,0.16810206447320122,100000.0,0.1,7.0,1.0,1.0
-148.92857142857142,0.49562439234584343,0.4394892742208741,0.1924467525037117,100000.0,0.1,7.0,1.0,1.0
-143.57142857142856,0.5258066234129224,0.5664529581135084,0.2182061806752625,100000.0,0.1,7.0,1.0,1.0
-138.21428571428572,0.5401674078681261,0.7007968123190395,0.24387716057027103,100000.0,0.1,7.0,1.0,1.0
-132.85714285714286,0.5375012907474376,0.8377648233509182,0.26943769670324863,100000.0,0.1,7.0,1.0,1.0
-127.50000000000001,0.5174505323009339,0.9725015438365462,0.29449609516342434,100000.0,0.1,7.0,1.0,1.0
-122.14285714285714,0.4804081916114744,1.100222084574781,0.31700016268808195,100000.0,0.1,7.0,1.0,1.0
-116.78571428571428,0.4274494723636369,1.2163797096884936,0.3374359699523621,100000.0,0.1,7.0,1.0,1.0
-111.42857142857143,0.36026446810121143,1.3168251846823589,0.3538302510158465,100000.0,0.1,7.0,1.0,1.0
-106.07142857142857,0.2810821803225318,1.3979523142733947,0.3667209819066788,100000.0,0.1,7.0,1.0,1.0
-100.71428571428572,0.1925826512263936,1.4568245879515065,0.374465110763398,100000.0,0.1,7.0,1.0,1.0
-95.35714285714285,0.09779738190287887,1.4912785095789893,0.37704211240754454,100000.0,0.1,7.0,1.0,1.0
-90.0,6.429395695523604e-17,1.5,0.3750324287362597,100000.0,0.1,7.0,1.0,1.0
-84.64285714285715,-0.09779738190287887,1.4912785095789893,0.36942485554011056,100000.0,0.1,7.0,1.0,1.0
-79.28571428571428,-0.1925826512263936,1.4568245879515065,0.3593044829798129,100000.0,0.1,7.0,1.0,1.0
-73.92857142857143,-0.2810821803225318,1.3979523142733947,0.3443925393290523,100000.0,0.1,7.0,1.0,1.0
-68.57142857142857,-0.36026446810121143,1.3168251846823589,0.32475866698058087,100000.0,0.1,7.0,1.0,1.0
-63.21428571428571,-0.42744947236363706,1.2163797096884932,0.3022265384955085,100000.0,0.1,7.0,1.0,1.0
-57.857142857142854,-0.4804081916114744,1.100222084574781,0.2762899798759318,100000.0,0.1,7.0,1.0,1.0
-52.5,-0.5174505323009339,0.9725015438365464,0.24888282667639502,100000.0,0.1,7.0,1.0,1.0
-47.142857142857146,-0.5375012907474376,0.8377648233509182,0.22006885699261808,100000.0,0.1,7.0,1.0,1.0
-41.785714285714285,-0.5401674078681261,0.7007968123190395,0.19087522301714682,100000.0,0.1,7.0,1.0,1.0
-36.42857142857142,-0.5258066234129223,0.566452958113508,0.1620571463477325,100000.0,0.1,7.0,1.0,1.0
-31.071428571428573,-0.4956243923458433,0.4394892742208739,0.13351091975473864,100000.0,0.1,7.0,1.0,1.0
-25.714285714285715,-0.451872652292011,0.3243958844895013,0.10596364933219696,100000.0,0.1,7.0,1.0,1.0
-20.357142857142854,-0.39837958210900914,0.22523991298680895,0.07943061064739704,100000.0,0.1,7.0,1.0,1.0
-14.999999999999998,-0.34229251409637557,0.14552320226242355,0.020099057996437717,100000.0,0.1,7.0,1.0,1.0
-14.64285714285714,-0.3893550446021657,0.13777109455651812,0.015220019559178122,100000.0,0.1,7.0,1.0,1.0
-14.285714285714285,-0.4364175751079553,0.13001898685061278,0.010474978384091862,100000.0,0.1,7.0,1.0,1.0
-13.928571428571429,-0.4834801056137452,0.12226687914470741,0.0059083469418928225,100000.0,0.1,7.0,1.0,1.0
-13.571428571428571,-0.5305426361195351,0.11451477143880201,0.0015645377032948368,100000.0,0.1,7.0,1.0,1.0
-13.214285714285714,-0.577605166625325,0.10676266373289664,-0.0025120368609881302,100000.0,0.1,7.0,1.0,1.0
-12.857142857142858,-0.6246676971311149,0.09901055602699124,-0.00627696428024218,100000.0,0.1,7.0,1.0,1.0
-12.499999999999998,-0.6717302276369049,0.09125844832108582,-0.009685832083753482,100000.0,0.1,7.0,1.0,1.0
-12.142857142857142,-0.7187927581426949,0.08350634061518043,-0.012694227800808103,100000.0,0.1,7.0,1.0,1.0
-11.785714285714285,-0.7658552886484848,0.07575423290927505,-0.015257738960692144,100000.0,0.1,7.0,1.0,1.0
-11.428571428571427,-0.8129178191542747,0.06800212520336966,-0.0173319530926917,100000.0,0.1,7.0,1.0,1.0
-11.071428571428571,-0.8599803496600646,0.06025001749746428,-0.01887245772609293,100000.0,0.1,7.0,1.0,1.0
-10.714285714285714,-0.9070428801658543,0.0524979097915589,-0.019834840390181907,100000.0,0.1,7.0,1.0,1.0
-10.357142857142856,-0.9541054106716442,0.044745802085653506,-0.02017468861424468,100000.0,0.1,7.0,1.0,1.0
-10.0,-1.0011679411774341,0.03699369437974812,-0.019847589927567418,100000.0,0.1,7.0,1.0,1.0
-9.5,-0.9526057744344929,0.03409702593058452,-0.018146208780216604,100000.0,0.1,7.0,1.0,1.0
-9.0,-0.9082098865820382,0.031428324863055815,-0.0161378564203595,100000.0,0.1,7.0,1.0,1.0
-8.5,-0.8673014156534824,0.028979762601463052,-0.013855578485558165,100000.0,0.1,7.0,1.0,1.0
-8.0,-0.8292014996822384,0.026743510570107258,-0.01133242061337468,100000.0,0.1,7.0,1.0,1.0
-7.499999999999999,-0.7932312767017192,0.02471174019328948,-0.008601428441371108,100000.0,0.1,7.0,1.0,1.0
-7.0,-0.7587118847453362,0.022876622895310755,-0.005695647607109528,100000.0,0.1,7.0,1.0,1.0
-6.5,-0.7249644618465033,0.021230330100472115,-0.0026481237481520035,100000.0,0.1,7.0,1.0,1.0
-6.000000000000001,-0.6913101460386324,0.019765033233074603,0.0005080974979393834,100000.0,0.1,7.0,1.0,1.0
-5.5,-0.6570700753551364,0.018472903717419244,0.003739970493602588,100000.0,0.1,7.0,1.0,1.0
-5.0,-0.6215653878294276,0.017346112977807096,0.007014449601275517,100000.0,0.1,7.0,1.0,1.0
-4.5,-0.5841172214949188,0.016376832438539185,0.010298489183396108,100000.0,0.1,7.0,1.0,1.0
-4.0,-0.5440467143850226,0.01555723352391654,0.013559043602402288,100000.0,0.1,7.0,1.0,1.0
-3.5,-0.5006750045331515,0.014879487658240213,0.016763067220731984,100000.0,0.1,7.0,1.0,1.0
-3.0000000000000004,-0.4531892054088309,0.01433576626581124,0.01977509886770893,100000.0,0.1,7.0,1.0,1.0
-2.5,-0.40024033222603683,0.01391824077093065,0.02205001524020008,100000.0,0.1,7.0,1.0,1.0
-2.0,-0.3403453756348575,0.013619082597899486,0.022940277501958158,100000.0,0.1,7.0,1.0,1.0
-1.5000000000000002,-0.27202132628538184,0.013430463171018784,0.021798346816735918,100000.0,0.1,7.0,1.0,1.0
-1.0,-0.19378517482769828,0.013344553914589583,0.017976684348286084,100000.0,0.1,7.0,1.0,1.0
-0.5,-0.10415391191189541,0.013353526252912917,0.010827751260361418,100000.0,0.1,7.0,1.0,1.0
0.0,-0.0036170361090694736,0.013449551610289826,0.00035922188194281046,100000.0,0.1,7.0,1.0,1.0
0.5,0.0994459223256526,0.013624801411021351,-0.010800376797076235,100000.0,0.1,7.0,1.0,1.0
1.0,0.19468292521613606,0.013871447079408523,-0.01936730462157405,100000.0,0.1,7.0,1.0,1.0
1.5000000000000002,0.2742405813140422,0.014181660039752384,-0.022934102663986666,100000.0,0.1,7.0,1.0,1.0
2.0,0.3402600870822157,0.014547611716353964,-0.0225984369069809,100000.0,0.1,7.0,1.0,1.0
2.5,0.39738128591129734,0.014961473533514314,-0.020334254560781275,100000.0,0.1,7.0,1.0,1.0
3.0000000000000004,0.44954472452302835,0.015419548913960194,-0.017782901771093373,100000.0,0.1,7.0,1.0,1.0
3.5,0.49789376296355464,0.015934669274121325,-0.015255320425547163,100000.0,0.1,7.0,1.0,1.0
4.0,0.5428724646101223,0.016523798028853162,-0.01272985134725363,100000.0,0.1,7.0,1.0,1.0
4.5,0.5849248928399778,0.017203898593011146,-0.010184835359323803,100000.0,0.1,7.0,1.0,1.0
5.0,0.6244951110303675,0.017991934381450726,-0.0075986132848687,100000.0,0.1,7.0,1.0,1.0
5.5,0.6620271825585379,0.018904868809027364,-0.004949525946999337,100000.0,0.1,7.0,1.0,1.0
6.000000000000001,0.6979651708017354,0.019959665290596507,-0.0022159141688267246,100000.0,0.1,7.0,1.0,1.0
6.5,0.7327531391372062,0.021173287241013597,0.000623881226538101,100000.0,0.1,7.0,1.0,1.0
7.0,0.7668351509421969,0.022562698075134092,0.0035915194159841387,100000.0,0.1,7.0,1.0,1.0
7.499999999999999,0.8006552695939538,0.02414486120781344,0.006708659576400362,100000.0,0.1,7.0,1.0,1.0
8.0,0.8346575584697237,0.0259367400539071,0.009996960884675771,100000.0,0.1,7.0,1.0,1.0
8.5,0.8692860809467524,0.027955298028270504,0.013478082517699327,100000.0,0.1,7.0,1.0,1.0
9.0,0.9049849004022865,0.030217498545759114,0.01717368365236002,100000.0,0.1,7.0,1.0,1.0
9.5,0.9413902435024252,0.03279882156832439,0.021037577915361403,100000.0,0.1,7.0,1.0,1.0
10.0,0.9749069900686768,0.03600881324630184,0.02475219673266531,100000.0,0.1,7.0,1.0,1.0
10.5,1.0011321832114022,0.04021553627712295,0.027932125980048145,100000.0,0.1,7.0,1.0,1.0
11.0,1.0156628660409626,0.04578705335821924,0.030191951533286302,100000.0,0.1,7.0,1.0,1.0
11.5,1.014096081667719,0.05309142718702223,0.031146259268156187,100000.0,0.1,7.0,1.0,1.0
12.000000000000002,0.9920288732020326,0.06249672046096342,0.030409635060434197,100000.0,0.1,7.0,1.0,1.0
