alpha,cl,cd,cm,re,mach,n_crit,xtrip1,xtrip2
-180.0,0.0,0.099250130735076,0.0,20000.0,0.1,7.0,1.0,1.0
-178.92857142857144,0.03246993198185749,0.09975723484029601,0.07133581185487965,20000.0,0.1,7.0,1.0,1.0
-177.85714285714286,0.06493986396371575,0.10127786321441008,0.13839139023133534,20000.0,0.1,7.0,1.0,1.0
-176.78571428571428,0.09740979594557324,0.10380982001905963,0.20012165223257952,20000.0,0.1,7.0,1.0,1.0
-175.71428571428572,0.12987972792743072,0.10734947310770596,0.2554815149618253,20000.0,0.1,7.0,1.0,1.0
-174.64285714285714,0.16234965990928898,0.11189174463357877,0.30342589552229016,20000.0,0.1,7.0,1.0,1.0
-173.57142857142858,0.19481959189114648,0.11743011819602509,0.34290971101718604,20000.0,0.1,7.0,1.0,1.0
-172.5,0.22728952387300397,0.12395664801150093,0.37288787854972943,20000.0,0.1,7.0,1.0,1.0
-171.42857142857142,0.25975945585486226,0.13146197009635727,0.3923153152231338,20000.0,0.1,7.0,1.0,1.0
-170.35714285714286,0.2922293878367197,0.1399353154457556,0.4001469381406134,20000.0,0.1,7.0,1.0,1.0
-169.28571428571428,0.32469931981857797,0.1493645251902555,0.39602391344648236,20000.0,0.1,7.0,1.0,1.0
-168.2142857142857,0.3571692518004355,0.15973606770883755,0.3827207873973894,20000.0,0.1,7.0,1.0,1.0
-167.14285714285714,0.38963918378229295,0.17103505767439625,0.3627333972689323,20000.0,0.1,7.0,1.0,1.0
-166.07142857142856,0.4221091157641512,0.18324527700501855,0.3384495908672269,20000.0,0.1,7.0,1.0,1.0
-165.0,0.4545790477460087,0.1963491976917014,0.3122572159983911,20000.0,0.1,7.0,1.0,1.0
-159.64285714285714,0.4770841941416068,0.2745724056232062,0.23557462700417528,20000.0,0.1,7.0,1.0,1.0
-154.28571428571428,0.510147687497229,0.3718039134660717,0.24520334591531762,20000.0,0.1,7.0,1.0,1.0
-148.92857142857142,0.5399012557233207,0.4845586904813658,0.2617109200075823,20000.0,0.1,7.0,1.0,1.0
-143.57142857142856,0.5597643848352905,0.6087900423531313,0.2820915850204037,20000.0,0.1,7.0,1.0,1.0
-138.21428571428572,0.5661568582449438,0.7400317144541512,0.3030487845846866,20000.0,0.1,7.0,1.0,1.0
-132.85714285714286,0.5571593248492634,0.8735547934709615,0.3245026584238105,20000.0,0.1,7.0,1.0,1.0
-127.50000000000001,0.532000564370134,1.0045339264131543,0.34524871969111426,20000.0,0.1,7.0,1.0,1.0
-122.14285714285714,0.4908210511795328,1.1282170497711097,0.3635006403702629,20000.0,0.1,7.0,1.0,1.0
-116.78571428571428,0.4345357804036956,1.2400926979084965,0.3794856750290753,20000.0,0.1,7.0,1.0,1.0
-111.42857142857143,0.3647307121521606,1.3360490430048064,0.39106061269358633,20000.0,0.1,7.0,1.0,1.0
-106.07142857142857,0.2835664224675899,1.412519106107088,0.39907569871906307,20000.0,0.1,7.0,1.0,1.0
-100.71428571428572,0.19367834052195027,1.466607060102825,0.40153800124527816,20000.0,0.1,7.0,1.0,1.0
-95.35714285714285,0.09807008666739425,1.4961912039156975,0.39812033090795945,20000.0,0.1,7.0,1.0,1.0
-90.0,6.429395695523604e-17,1.5,0.3912241382555177,20000.0,0.1,7.0,1.0,1.0
-84.64285714285715,-0.09807008666739425,1.4961912039156975,0.3822322032205747,20000.0,0.1,7.0,1.0,1.0
-79.28571428571428,-0.19367834052195027,1.466607060102825,0.36976222673928266,20000.0,0.1,7.0,1.0,1.0
-73.92857142857143,-0.2835664224675899,1.412519106107088,0.352098619582654,20000.0,0.1,7.0,1.0,1.0
-68.57142857142857,-0.3647307121521606,1.3360490430048064,0.3296696943084986,20000.0,0.1,7.0,1.0,1.0
-63.21428571428571,-0.43453578040369584,1.240092697908496,0.304760083570811,20000.0,0.1,7.0,1.0,1.0
-57.857142857142854,-0.4908210511795328,1.1282170497711097,0.27673858414392644,20000.0,0.1,7.0,1.0,1.0
-52.5,-0.532000564370134,1.0045339264131545,0.24750859326354008,20000.0,0.1,7.0,1.0,1.0
