alpha,cl,cd,cm,re,mach,n_crit,xtrip1,xtrip2
-180.0,0.0,0.001,0.0,50000.0,0.0,5.0,1.0,1.0
-178.92857142857144,0.061004645934885915,0.001,0.061013381645993486,50000.0,0.0,5.0,1.0,1.0
-177.85714285714286,0.12200929186977329,0.001,0.11951991952422335,50000.0,0.0,5.0,1.0,1.0
-176.78571428571428,0.18301393780465922,0.001,0.17476252809495918,50000.0,0.0,5.0,1.0,1.0
-175.71428571428572,0.2440185837395451,0.001,0.2259841218184709,50000.0,0.0,5.0,1.0,1.0
-174.64285714285714,0.30502322967443246,0.005489875567734434,0.2724276151550325,50000.0,0.0,5.0,1.0,1.0
-173.57142857142858,0.36602787560931843,0.011233422968366564,0.3133359225649128,50000.0,0.0,5.0,1.0,1.0
-172.5,0.42703252154420435,0.018002261288554155,0.3479519585083852,50000.0,0.0,5.0,1.0,1.0
-171.42857142857142,0.48803716747909176,0.025786941814652534,0.37551863744571967,50000.0,0.0,5.0,1.0,1.0
-170.35714285714286,0.5490418134139776,0.034576597856273456,0.39527887383718713,50000.0,0.0,5.0,1.0,1.0
-169.28571428571428,0.6100464593488649,0.044358959937031026,0.40811484130271075,50000.0,0.0,5.0,1.0,1.0
-168.2142857142857,0.6710511052837509,0.05512037294624159,0.41892474572533933,50000.0,0.0,5.0,1.0,1.0
-167.14285714285714,0.7320557512186369,0.0668458152275982,0.42805603856155244,50000.0,0.0,5.0,1.0,1.0
-166.07142857142856,0.793060397153524,0.07951891957812049,0.4354594644440743,50000.0,0.0,5.0,1.0,1.0
-165.0,0.8540650430884102,0.0931219961280166,0.4410857680056283,50000.0,0.0,5.0,1.0,1.0
-159.64285714285714,0.7570945324604124,0.17437849662043445,0.44085353794347565,50000.0,0.0,5.0,1.0,1.0
-154.28571428571428,0.7174749571697496,0.27551857519441975,0.4056318800944808,50000.0,0.0,5.0,1.0,1.0
-148.92857142857142,0.6974267065684129,0.3930230564542271,0.38758138983927787,50000.0,0.0,5.0,1.0,1.0
