alpha,cl,cd,cm,re,mach,n_crit,xtrip1,xtrip2
-180.0,0.0,0.07061347263712515,0.0,20000.0,0.0,5.0,1.0,1.0
-178.92857142857144,0.04766736768005124,0.07112558340635074,0.06673644386470194,20000.0,0.0,5.0,1.0,1.0
-177.85714285714286,0.0953347353601036,0.07266123045126023,0.1311260741655032,20000.0,0.0,5.0,1.0,1.0
-176.78571428571428,0.14300210304015484,0.07521821253861034,0.1917844378068925,20000.0,0.0,5.0,1.0,1.0
-175.71428571428572,0.19066947072020604,0.07879288877106724,0.24732708169335893,20000.0,0.0,5.0,1.0,1.0
-174.64285714285714,0.2383368384002584,0.08338016905503162,0.296369552729396,20000.0,0.0,5.0,1.0,1.0
-173.57142857142858,0.2860042060803097,0.08897352125127012,0.33752739781949176,20000.0,0.0,5.0,1.0,1.0
-172.5,0.33367157376036083,0.09556498035141049,0.36941616386813875,20000.0,0.0,5.0,1.0,1.0
-171.42857142857142,0.38133894144041325,0.10314515966744994,0.39065139777982644,20000.0,0.0,5.0,1.0,1.0
-170.35714285714286,0.42900630912046445,0.11170326401861007,0.39984864645904505,20000.0,0.0,5.0,1.0,1.0
-169.28571428571428,0.4766736768005168,0.12122710489707736,0.39816195301087187,20000.0,0.0,5.0,1.0,1.0
-168.2142857142857,0.5243410444805682,0.13170311759139025,0.3933873482625937,20000.0,0.0,5.0,1.0,1.0
-167.14285714285714,0.5720084121606194,0.14311638024350293,0.38674739026314026,20000.0,0.0,5.0,1.0,1.0
-166.07142857142856,0.6196757798406717,0.15545063481283788,0.3788672278621298,20000.0,0.0,5.0,1.0,1.0
-165.0,0.667343147520723,0.16868830991797623,0.3703720099091814,20000.0,0.0,5.0,1.0,1.0
-159.64285714285714,0.6262161994048971,0.247724322651329,0.3403554114293451,20000.0,0.0,5.0,1.0,1.0
-154.28571428571428,0.6205690799988981,0.3460031759100486,0.3290578499373036,20000.0,0.0,5.0,1.0,1.0
-148.92857142857142,0.623798466467681,0.4600306895110072,0.3299122296384329,20000.0,0.0,5.0,1.0,1.0
-143.57142857142856,0.6241086325786462,0.5857490507123779,0.3409772056805753,20000.0,0.0,5.0,1.0,1.0
